Load
Number of Bus,Name of Bus,Area Name of Load,Zone Name of Load,ID,Status,MW,Mvar,MVA,S MW,S Mvar,Dist Status,Dist MW Input,Dist Mvar Input
150142,HALTOM CITY 1 2,North Central,1,1,Closed,47.1000,14.20,49.19,47.10,14.20,Closed,0.00,0.00
110974,SPRING 17 3,Coast,1,1,Closed,47.1000,12.10,48.63,47.10,12.10,Closed,0.00,0.00
111085,TEXAS CITY 2 1,Coast,1,1,Closed,47.0000,13.50,48.90,47.00,13.50,Closed,0.00,0.00
111058,SPRING 27 2,Coast,1,1,Closed,46.9000,13.40,48.78,46.90,13.40,Closed,0.00,0.00
111148,KATY 86 2,Coast,1,1,Closed,46.9000,11.10,48.20,46.90,11.10,Closed,0.00,0.00
130134,CARROLLTON 1 2,North Central,1,1,Closed,46.8000,16.60,49.66,46.80,16.60,Closed,0.00,0.00
240167,DYESS AFB 9 2,West,1,1,Closed,46.7000,14.90,49.02,46.70,14.90,Closed,0.00,0.00
110763,KINGWOOD 8 2,Coast,1,1,Closed,46.6000,16.80,49.54,46.60,16.80,Closed,0.00,0.00
110419,CHANNELVIEW 5 3,Coast,1,1,Closed,46.5000,15.30,48.95,46.50,15.30,Closed,0.00,0.00
130153,ADDISON 4 2,North Central,1,1,Closed,46.5000,14.40,48.68,46.50,14.40,Closed,0.00,0.00
170277,RICHARDSON 6 2,North Central,1,1,Closed,46.5000,9.90,47.54,46.50,9.90,Closed,0.00,0.00
111052,SPRING 24 2,Coast,1,1,Closed,46.4000,10.30,47.53,46.40,10.30,Closed,0.00,0.00
110339,BELLAIRE 19 2,Coast,1,1,Closed,46.4000,6.10,46.80,46.40,6.10,Closed,0.00,0.00
140284,ROUND ROCK 13 2,South Central,1,1,Closed,46.3000,9.40,47.24,46.30,9.40,Closed,0.00,0.00
160159,CORPUS CHRISTI 24 1,South,1,1,Closed,46.2000,14.80,48.51,46.20,14.80,Closed,0.00,0.00
170107,CARROLLTON 12 2,North Central,1,1,Closed,46.2000,13.20,48.05,46.20,13.20,Closed,0.00,0.00
140212,AUSTIN 53 2,South Central,1,1,Closed,46.1000,16.10,48.83,46.10,16.10,Closed,0.00,0.00
170205,ALLEN 10 2,North Central,1,1,Closed,46.1000,6.80,46.60,46.10,6.80,Closed,0.00,0.00
111049,CYPRESS 53 2,Coast,1,1,Closed,45.9000,14.30,48.08,45.90,14.30,Closed,0.00,0.00
130114,DALLAS 21 2,North Central,1,1,Closed,45.9000,10.20,47.02,45.90,10.20,Closed,0.00,0.00
170093,ADDISON 12 2,North Central,1,1,Closed,45.9000,9.00,46.77,45.90,9.00,Closed,0.00,0.00
111054,SPRING 25 2,Coast,1,1,Closed,45.9000,11.50,47.32,45.90,11.50,Closed,0.00,0.00
200032,MISSION 3 1,South,1,1,Closed,45.8000,12.10,47.37,45.80,12.10,Closed,0.00,0.00
110422,CHANNELVIEW 7 2,Coast,1,1,Closed,45.8000,8.10,46.51,45.80,8.10,Closed,0.00,0.00
260117,FLOWER MOUND 2 2,North Central,1,1,Closed,45.8000,8.80,46.64,45.80,8.80,Closed,0.00,0.00
110782,SOUTH HOUSTON 2 2,Coast,1,1,Closed,45.8000,11.70,47.27,45.80,11.70,Closed,0.00,0.00
110802,HOUSTON 37 2,Coast,1,1,Closed,45.6000,16.30,48.43,45.60,16.30,Closed,0.00,0.00
110533,DEER PARK 2 1,Coast,1,1,Closed,45.6000,7.50,46.21,45.60,7.50,Closed,0.00,0.00
111043,CYPRESS 49 2,Coast,1,1,Closed,45.5000,10.30,46.65,45.50,10.30,Closed,0.00,0.00
150345,CROWLEY 9 2,North Central,1,1,Closed,45.4000,10.30,46.55,45.40,10.30,Closed,0.00,0.00
110857,CYPRESS 42 2,Coast,1,1,Closed,45.4000,6.50,45.86,45.40,6.50,Closed,0.00,0.00
260046,GRAND PRAIRIE 12 1,North Central,1,1,Closed,45.4000,10.10,46.51,45.40,10.10,Closed,0.00,0.00
260176,GRAND PRAIRIE 23 2,North Central,1,1,Closed,45.1000,14.80,47.47,45.10,14.80,Closed,0.00,0.00
260100,COPPELL 8 1,North Central,1,1,Closed,45.0000,2.03,45.05,45.00,2.03,Closed,0.00,0.00
140221,MANCHACA 10 2,South Central,1,1,Closed,44.9000,10.70,46.16,44.90,10.70,Closed,0.00,0.00
111007,BELLAIRE 35 2,Coast,1,1,Closed,44.8000,9.30,45.76,44.80,9.30,Closed,0.00,0.00
110401,BAYTOWN 6 1,Coast,1,2,Closed,44.6000,28.00,52.66,44.60,28.00,Closed,0.00,0.00
170211,FRISCO 2 2,North Central,1,1,Closed,44.6000,10.10,45.73,44.60,10.10,Closed,0.00,0.00
170322,ADDISON 18 2,North Central,1,1,Closed,44.6000,11.00,45.94,44.60,11.00,Closed,0.00,0.00
170133,MCKINNEY 11 2,North Central,1,1,Closed,44.4000,13.80,46.50,44.40,13.80,Closed,0.00,0.00
210187,HARKER HEIGHTS 4 2,North Central,1,1,Closed,44.4000,14.90,46.83,44.40,14.90,Closed,0.00,0.00
110696,HOUSTON 10 2,Coast,1,1,Closed,44.3000,10.70,45.57,44.30,10.70,Closed,0.00,0.00
130083,MESQUITE 3 2,North Central,1,1,Closed,44.3000,9.10,45.22,44.30,9.10,Closed,0.00,0.00
110952,RICHMOND 17 2,Coast,1,1,Closed,44.3000,14.30,46.55,44.30,14.30,Closed,0.00,0.00
110776,HOUSTON 26 1,Coast,1,1,Closed,44.1000,12.80,45.92,44.10,12.80,Closed,0.00,0.00
150273,KELLER 10 2,North Central,1,1,Closed,44.1000,6.50,44.58,44.10,6.50,Closed,0.00,0.00
260186,HILLSBORO 2 2,North Central,1,1,Closed,44.0000,3.80,44.16,44.00,3.80,Closed,0.00,0.00
120337,SAN ANTONIO 35 2,South Central,1,1,Closed,44.0000,10.80,45.31,44.00,10.80,Closed,0.00,0.00
110988,SPRING 21 2,Coast,1,1,Closed,43.9000,13.60,45.96,43.90,13.60,Closed,0.00,0.00
170282,RICHARDSON 8 2,North Central,1,1,Closed,43.9000,6.40,44.36,43.90,6.40,Closed,0.00,0.00
160158,CORPUS CHRISTI 23 1,South,1,1,Closed,43.9000,10.70,45.19,43.90,10.70,Closed,0.00,0.00
260114,LAKE DALLAS 5 2,North Central,1,1,Closed,43.9000,13.40,45.90,43.90,13.40,Closed,0.00,0.00
110773,HOUSTON 25 2,Coast,1,1,Closed,43.9000,9.70,44.96,43.90,9.70,Closed,0.00,0.00
170301,RICHARDSON 17 2,North Central,1,1,Closed,43.9000,14.20,46.14,43.90,14.20,Closed,0.00,0.00
260183,GRAND PRAIRIE 24 1,North Central,1,1,Closed,43.9000,14.20,46.14,43.90,14.20,Closed,0.00,0.00
111173,SUGAR LAND 75 3,Coast,1,1,Closed,43.8000,13.30,45.77,43.80,13.30,Closed,0.00,0.00
110411,GALENA PARK 3 2,Coast,1,1,Closed,43.7000,9.30,44.68,43.70,9.30,Closed,0.00,0.00
110318,BELLAIRE 4 2,Coast,1,1,Closed,43.7000,4.50,43.93,43.70,4.50,Closed,0.00,0.00
260170,ARLINGTON 14 2,North Central,1,1,Closed,43.7000,5.70,44.07,43.70,5.70,Closed,0.00,0.00
170290,RICHARDSON 14 1,North Central,1,1,Closed,43.6000,4.60,43.84,43.60,4.60,Closed,0.00,0.00
170292,RICHARDSON 15 2,North Central,1,1,Closed,43.6000,13.40,45.61,43.60,13.40,Closed,0.00,0.00
110408,CHANNELVIEW 1 1,Coast,1,1,Closed,43.5000,9.00,44.42,43.50,9.00,Closed,0.00,0.00
120316,HELOTES 12 2,South Central,1,1,Closed,43.5000,15.70,46.25,43.50,15.70,Closed,0.00,0.00
111003,BELLAIRE 33 2,Coast,1,1,Closed,43.4000,4.90,43.68,43.40,4.90,Closed,0.00,0.00
170318,ADDISON 17 2,North Central,1,1,Closed,43.4000,2.26,43.46,43.40,2.26,Closed,0.00,0.00
230256,HUNTSVILLE 6 1,Coast,1,1,Closed,43.4000,8.00,44.13,43.40,8.00,Closed,0.00,0.00
170428,DENTON 3 2,North Central,1,1,Closed,43.3000,9.30,44.29,43.30,9.30,Closed,0.00,0.00
160187,GREGORY 2 1,South,1,1,Closed,43.3000,15.60,46.02,43.30,15.60,Closed,0.00,0.00
260174,GRAND PRAIRIE 22 2,North Central,1,1,Closed,43.2000,1.50,43.23,43.20,1.50,Closed,0.00,0.00
130330,ENNIS 6 2,North Central,1,1,Closed,43.2000,13.10,45.14,43.20,13.10,Closed,0.00,0.00
260034,GRAND PRAIRIE 7 2,North Central,1,1,Closed,43.1000,12.80,44.96,43.10,12.80,Closed,0.00,0.00
110175,HOUSTON 2 2,Coast,1,1,Closed,43.1000,11.70,44.66,43.10,11.70,Closed,0.00,0.00
120320,HELOTES 14 2,South Central,1,1,Closed,43.0000,12.50,44.78,43.00,12.50,Closed,0.00,0.00
110364,CONROE 9 1,Coast,1,1,Closed,42.8000,3.80,42.97,42.80,3.80,Closed,0.00,0.00
170482,DENISON 7 1,North,1,1,Closed,42.8000,12.80,44.67,42.80,12.80,Closed,0.00,0.00
150121,EASTLAND 1 2,North Central,1,1,Closed,42.8000,11.60,44.34,42.80,11.60,Closed,0.00,0.00
120413,LACKLAND A F B 18 1,South Central,1,1,Closed,42.8000,5.40,43.14,42.80,5.40,Closed,0.00,0.00
110366,CONROE 10 2,Coast,1,1,Closed,42.8000,8.80,43.70,42.80,8.80,Closed,0.00,0.00
110576,KATY 74 2,Coast,1,1,Closed,42.8000,13.80,44.97,42.80,13.80,Closed,0.00,0.00
111161,STAFFORD 21 2,Coast,1,1,Closed,42.8000,13.40,44.85,42.80,13.40,Closed,0.00,0.00
170191,SACHSE 6 2,North Central,1,1,Closed,42.7000,14.60,45.13,42.70,14.60,Closed,0.00,0.00
110993,BELLAIRE 26 2,Coast,1,1,Closed,42.7000,15.30,45.36,42.70,15.30,Closed,0.00,0.00
140200,MANCHACA 3 2,South Central,1,1,Closed,42.7000,6.30,43.16,42.70,6.30,Closed,0.00,0.00
190102,AMARILLO 25 1,North,1,1,Closed,42.6000,13.50,44.69,42.60,13.50,Closed,0.00,0.00
150347,CROWLEY 10 2,North Central,1,1,Closed,42.6000,4.90,42.88,42.60,4.90,Closed,0.00,0.00
210301,BROWNWOOD 1 1,North Central,1,1,Closed,42.5000,12.00,44.16,42.50,12.00,Closed,0.00,0.00
170435,LAKE DALLAS 4 2,North Central,1,1,Closed,42.5000,14.50,44.91,42.50,14.50,Closed,0.00,0.00
250343,LUFKIN 15 1,East,1,1,Closed,42.5000,1.20,42.52,42.50,1.20,Closed,0.00,0.00
110425,GALENA PARK 5 1,Coast,1,1,Closed,42.4000,9.30,43.41,42.40,9.30,Closed,0.00,0.00
120405,SAN ANTONIO 55 1,South Central,1,1,Closed,42.4000,5.10,42.71,42.40,5.10,Closed,0.00,0.00
130137,CARROLLTON 2 1,North Central,1,1,Closed,42.4000,12.30,44.15,42.40,12.30,Closed,0.00,0.00
130139,CARROLLTON 3 2,North Central,1,1,Closed,42.4000,15.30,45.08,42.40,15.30,Closed,0.00,0.00
110794,HOUSTON 34 2,Coast,1,1,Closed,42.3000,10.30,43.54,42.30,10.30,Closed,0.00,0.00
130132,IRVING 5 2,North Central,1,1,Closed,42.3000,13.20,44.31,42.30,13.20,Closed,0.00,0.00
110792,HOUSTON 33 1,Coast,1,1,Closed,42.3000,12.50,44.11,42.30,12.50,Closed,0.00,0.00
200134,MCALLEN 10 1,South,1,1,Closed,42.3000,11.80,43.92,42.30,11.80,Closed,0.00,0.00
250303,NACOGDOCHES 5 1,East,1,1,Closed,42.3000,4.07,42.50,42.30,4.07,Closed,0.00,0.00
190087,AMARILLO 14 1,North,1,1,Closed,42.3000,12.80,44.19,42.30,12.80,Closed,0.00,0.00
111111,SOUTH HOUSTON 8 1,Coast,1,1,Closed,42.2000,12.30,43.96,42.20,12.30,Closed,0.00,0.00
140210,AUSTIN 52 1,South Central,1,1,Closed,42.2000,12.80,44.10,42.20,12.80,Closed,0.00,0.00
160093,ALICE 5 2,South,1,1,Closed,42.2000,14.80,44.72,42.20,14.80,Closed,0.00,0.00
170266,PLANO 21 1,North Central,1,1,Closed,42.1000,13.90,44.34,42.10,13.90,Closed,0.00,0.00
120397,CONVERSE 8 2,South Central,1,1,Closed,42.1000,9.30,43.11,42.10,9.30,Closed,0.00,0.00
111001,BELLAIRE 32 2,Coast,1,1,Closed,42.1000,8.40,42.93,42.10,8.40,Closed,0.00,0.00
210190,HARKER HEIGHTS 5 1,North Central,1,1,Closed,42.1000,12.30,43.86,42.10,12.30,Closed,0.00,0.00
110163,GALENA PARK 1 2,Coast,1,1,Closed,42.1000,12.60,43.95,42.10,12.60,Closed,0.00,0.00
120001,KNIPPA 1 1,West,1,1,Closed,42.0000,7.30,42.63,42.00,7.30,Closed,0.00,0.00
111040,CYPRESS 48 1,Coast,1,1,Closed,41.9000,3.01,42.01,41.90,3.01,Closed,0.00,0.00
110780,GALENA PARK 9 1,Coast,1,1,Closed,41.8000,6.60,42.32,41.80,6.60,Closed,0.00,0.00
150271,KELLER 9 2,North Central,1,1,Closed,41.8000,8.40,42.64,41.80,8.40,Closed,0.00,0.00
140187,ROUND ROCK 4 3,South Central,1,1,Closed,41.8000,6.60,42.32,41.80,6.60,Closed,0.00,0.00
110994,BELLAIRE 27 1,Coast,1,1,Closed,41.8000,5.40,42.15,41.80,5.40,Closed,0.00,0.00
150154,AZLE 1 3,North Central,1,1,Closed,41.8000,14.20,44.15,41.80,14.20,Closed,0.00,0.00
140092,AUSTIN 26 2,South Central,1,1,Closed,41.6000,4.25,41.82,41.60,4.25,Closed,0.00,0.00
110800,GALENA PARK 13 2,Coast,1,1,Closed,41.5000,14.30,43.89,41.50,14.30,Closed,0.00,0.00
210185,FORT HOOD 4 2,North Central,1,1,Closed,41.5000,14.20,43.86,41.50,14.20,Closed,0.00,0.00
111106,PASADENA 3 2,Coast,1,1,Closed,41.5000,14.90,44.09,41.50,14.90,Closed,0.00,0.00
150094,SUNSET 1 1,North,1,1,Closed,41.5000,9.60,42.60,41.50,9.60,Closed,0.00,0.00
110706,HOUSTON 15 1,Coast,1,1,Closed,41.4000,9.70,42.52,41.40,9.70,Closed,0.00,0.00
260045,CEDAR HILL 2 2,North Central,1,1,Closed,41.4000,11.70,43.02,41.40,11.70,Closed,0.00,0.00
130073,MESQUITE 1 1,North Central,1,1,Closed,41.4000,14.80,43.97,41.40,14.80,Closed,0.00,0.00
120397,CONVERSE 8 2,South Central,1,2,Closed,41.4000,12.60,43.27,41.40,12.60,Closed,0.00,0.00
110128,EL CAMPO 3 1,Coast,1,1,Closed,41.4000,6.70,41.94,41.40,6.70,Closed,0.00,0.00
111037,CYPRESS 45 3,Coast,1,1,Closed,41.2000,10.00,42.40,41.20,10.00,Closed,0.00,0.00
150317,NAVAL AIR STATION_ JRB 15 2,North Central,1,1,Closed,41.2000,7.90,41.95,41.20,7.90,Closed,0.00,0.00
110789,HOUSTON 31 2,Coast,1,2,Closed,41.1000,13.80,43.35,41.10,13.80,Closed,0.00,0.00
120391,UNIVERSAL CITY 10 2,South Central,1,1,Closed,41.0000,14.30,43.42,41.00,14.30,Closed,0.00,0.00
110942,RICHMOND 15 2,Coast,1,1,Closed,41.0000,14.30,43.42,41.00,14.30,Closed,0.00,0.00
110869,HIGHLANDS 4 2,Coast,1,1,Closed,41.0000,11.30,42.53,41.00,11.30,Closed,0.00,0.00
111155,STAFFORD 19 2,Coast,1,1,Closed,41.0000,8.80,41.93,41.00,8.80,Closed,0.00,0.00
110390,BAYTOWN 2 1,Coast,1,1,Closed,40.9000,13.30,43.01,40.90,13.30,Closed,0.00,0.00
170178,ROWLETT 3 2,North Central,1,1,Closed,40.8000,12.60,42.70,40.80,12.60,Closed,0.00,0.00
170167,GARLAND 6 1,North Central,1,1,Closed,40.8000,12.90,42.79,40.80,12.90,Closed,0.00,0.00
140088,AUSTIN 24 1,South Central,1,1,Closed,40.7000,6.80,41.26,40.70,6.80,Closed,0.00,0.00
110791,HOUSTON 32 2,Coast,1,2,Closed,40.7000,18.30,44.62,40.70,18.30,Closed,0.00,0.00
130049,DALLAS 3 1,North Central,1,1,Closed,40.7000,9.60,41.82,40.70,9.60,Closed,0.00,0.00
130144,DUNCANVILLE 13 2,North Central,1,1,Closed,40.6000,6.70,41.15,40.60,6.70,Closed,0.00,0.00
120152,KERRVILLE 4 2,West,1,1,Closed,40.5000,10.50,41.84,40.50,10.50,Closed,0.00,0.00
110332,BELLAIRE 15 2,Coast,1,1,Closed,40.4000,8.80,41.35,40.40,8.80,Closed,0.00,0.00
210253,LITTLE RIVER ACADEMY 2 2,North Central,1,1,Closed,40.3000,8.80,41.25,40.30,8.80,Closed,0.00,0.00
140203,AUSTIN 49 1,South Central,1,1,Closed,40.3000,8.30,41.15,40.30,8.30,Closed,0.00,0.00
111157,STAFFORD 20 2,Coast,1,1,Closed,40.3000,8.70,41.23,40.30,8.70,Closed,0.00,0.00
130298,DALLAS 42 2,North Central,1,1,Closed,40.3000,14.60,42.86,40.30,14.60,Closed,0.00,0.00
190097,AMARILLO 20 1,North,1,1,Closed,40.3000,4.50,40.55,40.30,4.50,Closed,0.00,0.00
110170,HUMBLE 4 2,Coast,1,1,Closed,40.2000,11.00,41.68,40.20,11.00,Closed,0.00,0.00
260036,GRAND PRAIRIE 8 2,North Central,1,1,Closed,40.2000,14.60,42.77,40.20,14.60,Closed,0.00,0.00
110744,HUMBLE 9 3,Coast,1,1,Closed,40.1000,1.43,40.13,40.10,1.43,Closed,0.00,0.00
150287,NAVAL AIR STATION_ JRB 3 2,North Central,1,1,Closed,40.1000,2.11,40.16,40.10,2.11,Closed,0.00,0.00
140270,GEORGETOWN 1 1,South Central,1,1,Closed,40.1000,10.20,41.38,40.10,10.20,Closed,0.00,0.00
110751,HUFFMAN 2 2,Coast,1,1,Closed,40.0000,0.90,40.01,40.00,0.90,Closed,0.00,0.00
260139,BEDFORD 1 3,North Central,1,1,Closed,39.9000,7.30,40.56,39.90,7.30,Closed,0.00,0.00
170279,RICHARDSON 7 1,North Central,1,1,Closed,39.8000,1.88,39.84,39.80,1.88,Closed,0.00,0.00
170194,ALLEN 6 2,North Central,1,1,Closed,39.8000,10.30,41.11,39.80,10.30,Closed,0.00,0.00
110995,BELLAIRE 28 1,Coast,1,1,Closed,39.7000,6.50,40.23,39.70,6.50,Closed,0.00,0.00
110424,GALENA PARK 4 1,Coast,1,1,Closed,39.7000,4.25,39.93,39.70,4.25,Closed,0.00,0.00
120253,LACKLAND A F B 4 2,South Central,1,1,Closed,39.7000,8.00,40.50,39.70,8.00,Closed,0.00,0.00
110407,GALENA PARK 2 1,Coast,1,1,Closed,39.5000,14.10,41.94,39.50,14.10,Closed,0.00,0.00
260077,MANSFIELD 5 2,North Central,1,1,Closed,39.4000,9.60,40.55,39.40,9.60,Closed,0.00,0.00
200008,DONNA 2 1,South,1,1,Closed,39.4000,8.90,40.39,39.40,8.90,Closed,0.00,0.00
170198,ALLEN 7 2,North Central,1,1,Closed,39.4000,14.10,41.85,39.40,14.10,Closed,0.00,0.00
111097,PASADENA 1 2,Coast,1,1,Closed,39.4000,7.80,40.16,39.40,7.80,Closed,0.00,0.00
110416,CHANNELVIEW 4 1,Coast,1,1,Closed,39.4000,7.80,40.16,39.40,7.80,Closed,0.00,0.00
170454,PARIS 3 1,North,1,1,Closed,39.3000,6.80,39.88,39.30,6.80,Closed,0.00,0.00
111123,SOUTH HOUSTON 11 2,Coast,1,1,Closed,39.3000,6.10,39.77,39.30,6.10,Closed,0.00,0.00
130111,DUNCANVILLE 9 1,North Central,1,2,Closed,39.2000,17.70,43.01,39.20,17.70,Closed,0.00,0.00
111050,SPRING 23 1,Coast,1,1,Closed,39.2000,11.30,40.80,39.20,11.30,Closed,0.00,0.00
130046,DALLAS 1 1,North Central,1,1,Closed,39.2000,6.20,39.69,39.20,6.20,Closed,0.00,0.00
111107,SOUTH HOUSTON 6 1,Coast,1,1,Closed,38.9000,13.60,41.21,38.90,13.60,Closed,0.00,0.00
111168,SUGAR LAND 73 2,Coast,1,1,Closed,38.8000,13.20,40.98,38.80,13.20,Closed,0.00,0.00
140204,AUSTIN 50 1,South Central,1,1,Closed,38.8000,5.70,39.22,38.80,5.70,Closed,0.00,0.00
150203,FORT WORTH 3 2,North Central,1,1,Closed,38.7000,12.60,40.70,38.70,12.60,Closed,0.00,0.00
190081,AMARILLO 10 1,North,1,1,Closed,38.7000,4.50,38.96,38.70,4.50,Closed,0.00,0.00
111034,CYPRESS 44 2,Coast,1,1,Closed,38.7000,13.80,41.09,38.70,13.80,Closed,0.00,0.00
140294,GEORGETOWN 5 2,South Central,1,1,Closed,38.6000,4.25,38.83,38.60,4.25,Closed,0.00,0.00
210176,KILLEEN 4 2,North Central,1,1,Closed,38.6000,7.30,39.28,38.60,7.30,Closed,0.00,0.00
130319,CORSICANA 5 1,North Central,1,2,Closed,38.6000,15.50,41.60,38.60,15.50,Closed,0.00,0.00
170285,RICHARDSON 9 1,North Central,1,1,Closed,38.6000,5.90,39.05,38.60,5.90,Closed,0.00,0.00
270170,NEW BRAUNFELS 4 1,South Central,1,1,Closed,38.5000,3.61,38.67,38.50,3.61,Closed,0.00,0.00
200124,MCALLEN 8 1,South,1,1,Closed,38.5000,12.80,40.57,38.50,12.80,Closed,0.00,0.00
120402,SAN ANTONIO 54 2,South Central,1,1,Closed,38.5000,7.80,39.28,38.50,7.80,Closed,0.00,0.00
110321,BELLAIRE 7 1,Coast,1,1,Closed,38.4000,11.80,40.17,38.40,11.80,Closed,0.00,0.00
110330,BELLAIRE 14 2,Coast,1,1,Closed,38.4000,13.70,40.77,38.40,13.70,Closed,0.00,0.00
170243,PLANO 5 2,North Central,1,1,Closed,38.3000,6.30,38.81,38.30,6.30,Closed,0.00,0.00
150262,KELLER 5 1,North Central,1,1,Closed,38.3000,11.30,39.93,38.30,11.30,Closed,0.00,0.00
110962,TOMBALL 23 2,Coast,1,1,Closed,38.1000,13.00,40.26,38.10,13.00,Closed,0.00,0.00
120246,LACKLAND A F B 1 2,South Central,1,1,Closed,38.1000,10.00,39.39,38.10,10.00,Closed,0.00,0.00
110446,WEBSTER 4 2,Coast,1,1,Closed,38.1000,1.88,38.15,38.10,1.88,Closed,0.00,0.00
120370,SAN ANTONIO 40 2,South Central,1,1,Closed,38.1000,7.30,38.79,38.10,7.30,Closed,0.00,0.00
110704,HOUSTON 13 2,Coast,1,1,Closed,38.0000,2.18,38.06,38.00,2.18,Closed,0.00,0.00
110322,BELLAIRE 8 1,Coast,1,1,Closed,37.9000,11.20,39.52,37.90,11.20,Closed,0.00,0.00
110313,BELLAIRE 1 1,Coast,1,1,Closed,37.9000,12.50,39.91,37.90,12.50,Closed,0.00,0.00
110166,HUMBLE 2 2,Coast,1,1,Closed,37.9000,5.70,38.33,37.90,5.70,Closed,0.00,0.00
200121,HIDALGO 3 1,South,1,1,Closed,37.9000,11.90,39.72,37.90,11.90,Closed,0.00,0.00
150204,FORT WORTH 4 1,North Central,1,1,Closed,37.9000,13.00,40.07,37.90,13.00,Closed,0.00,0.00
120364,SAN ANTONIO 38 2,South Central,1,1,Closed,37.8000,5.00,38.13,37.80,5.00,Closed,0.00,0.00
110945,ROSENBERG 4 3,Coast,1,1,Closed,37.7000,5.70,38.13,37.70,5.70,Closed,0.00,0.00
260147,EULESS 1 1,North Central,1,1,Closed,37.7000,10.80,39.22,37.70,10.80,Closed,0.00,0.00
260109,LEWISVILLE 6 2,North Central,1,1,Closed,37.7000,4.25,37.94,37.70,4.25,Closed,0.00,0.00
200083,EDINBURG 4 1,South,1,1,Closed,37.6000,13.10,39.82,37.60,13.10,Closed,0.00,0.00
210134,WACO 5 2,North Central,1,1,Closed,37.6000,6.10,38.09,37.60,6.10,Closed,0.00,0.00
250314,WODEN 3 1,East,1,1,Closed,37.6000,8.80,38.62,37.60,8.80,Closed,0.00,0.00
260168,ARLINGTON 13 1,North Central,1,1,Closed,37.6000,6.50,38.16,37.60,6.50,Closed,0.00,0.00
150308,CROWLEY 3 2,North Central,1,1,Closed,37.5000,3.69,37.68,37.50,3.69,Closed,0.00,0.00
130140,DUNCANVILLE 11 1,North Central,1,1,Closed,37.5000,8.50,38.45,37.50,8.50,Closed,0.00,0.00
130088,MESQUITE 6 1,North Central,1,1,Closed,37.5000,12.60,39.56,37.50,12.60,Closed,0.00,0.00
260023,KENNEDALE 10 2,North Central,1,1,Closed,37.4000,0.75,37.41,37.40,0.75,Closed,0.00,0.00
150284,KELLER 12 2,North Central,1,1,Closed,37.4000,8.20,38.29,37.40,8.20,Closed,0.00,0.00
210285,KEMPNER 4 1,West,1,1,Closed,37.3000,13.40,39.63,37.30,13.40,Closed,0.00,0.00
210279,TEMPLE 6 2,North Central,1,2,Closed,37.3000,45.90,59.14,37.30,45.90,Closed,0.00,0.00
110702,HOUSTON 12 2,Coast,1,1,Closed,37.3000,11.80,39.12,37.30,11.80,Closed,0.00,0.00
140102,SPICEWOOD 4 2,South Central,1,1,Closed,37.3000,8.10,38.17,37.30,8.10,Closed,0.00,0.00
110320,BELLAIRE 6 1,Coast,1,1,Closed,37.3000,12.60,39.37,37.30,12.60,Closed,0.00,0.00
260025,KENNEDALE 11 2,North Central,1,1,Closed,37.2000,7.60,37.97,37.20,7.60,Closed,0.00,0.00
170238,LEWISVILLE 1 2,North Central,1,1,Closed,37.2000,6.70,37.80,37.20,6.70,Closed,0.00,0.00
170274,RICHARDSON 4 1,North Central,1,1,Closed,37.1000,13.30,39.41,37.10,13.30,Closed,0.00,0.00
260050,GRAND PRAIRIE 13 2,North Central,1,1,Closed,37.0000,13.10,39.25,37.00,13.10,Closed,0.00,0.00
150290,NAVAL AIR STATION_ JRB 5 2,North Central,1,1,Closed,37.0000,3.16,37.13,37.00,3.16,Closed,0.00,0.00
111041,TOMBALL 24 1,Coast,1,1,Closed,36.9000,13.20,39.19,36.90,13.20,Closed,0.00,0.00
210193,ELM MOTT 1 2,North Central,1,1,Closed,36.9000,12.40,38.93,36.90,12.40,Closed,0.00,0.00
110691,HOUSTON 6 1,Coast,1,1,Closed,36.8000,10.50,38.27,36.80,10.50,Closed,0.00,0.00
200040,MCALLEN 3 1,South,1,1,Closed,36.8000,5.10,37.15,36.80,5.10,Closed,0.00,0.00
111032,CYPRESS 43 1,Coast,1,1,Closed,36.8000,5.30,37.18,36.80,5.30,Closed,0.00,0.00
200099,BROWNSVILLE 2 1,South,1,1,Closed,36.7000,4.90,37.03,36.70,4.90,Closed,0.00,0.00
130328,WAXAHACHIE 5 2,North Central,1,1,Closed,36.7000,12.60,38.80,36.70,12.60,Closed,0.00,0.00
240185,GOODFELLOW AFB 11 1,West,1,1,Closed,36.6000,10.00,37.94,36.60,10.00,Closed,0.00,0.00
180010,LAREDO 6 1,South,1,1,Closed,36.6000,6.30,37.14,36.60,6.30,Closed,0.00,0.00
120387,CONVERSE 3 1,South Central,1,1,Closed,36.6000,6.50,37.17,36.60,6.50,Closed,0.00,0.00
210169,KILLEEN 2 2,North Central,1,1,Closed,36.5000,7.70,37.30,36.50,7.70,Closed,0.00,0.00
260121,CEDAR HILL 4 3,North Central,1,1,Closed,36.5000,10.50,37.98,36.50,10.50,Closed,0.00,0.00
190067,DIMMITT 1 1,North,1,1,Closed,36.5000,7.10,37.18,36.50,7.10,Closed,0.00,0.00
140296,KINGSLAND 3 1,West,1,2,Closed,36.4000,2.71,36.50,36.40,2.71,Closed,0.00,0.00
150144,HALTOM CITY 2 2,North Central,1,1,Closed,36.4000,4.80,36.72,36.40,4.80,Closed,0.00,0.00
210124,WACO 1 1,North Central,1,1,Closed,36.4000,12.10,38.36,36.40,12.10,Closed,0.00,0.00
