,UID,From Bus,From Name,To Bus,To Name,Circuit,Status,Branch Device Type,Xfrmr,R,X,B,Cont Rating,Lim MVA B,Lim MVA C
187,188,210343,GOLDTHWAITE_6_2,210345,GOLDTHWAITE_6_4,1,Closed,Transformer,YES,0.00748,0.23831999999999998,0.0,69.0,69.0,69.0
188,189,111126,HIGH_ISLAND_1_1,111125,STOWELL_3_1,1,Closed,Line,NO,0.02128,0.059000000000000004,0.013680000000000001,69.199997,69.199997,69.199997
189,190,210307,GATESVILLE_7_2,210309,GATESVILLE_7_4,1,Closed,Transformer,YES,0.00424,0.11300999999999999,0.0,69.199997,69.199997,69.199997
190,191,140117,SPICEWOOD_11_1,140105,SPICEWOOD_6_1,1,Closed,Line,NO,0.027460000000000002,0.062029999999999995,0.00229,69.300002,69.300002,69.300002
191,192,110722,ANGLETON_4_1,110726,ANGLETON_6_2,1,Closed,Line,NO,0.01055,0.02391,0.00101,69.999999,69.999999,69.999999
192,193,110184,KATY_5_1,110200,CYPRESS_5_1,1,Closed,Line,NO,0.00515,0.01238,0.0006,70.300001,70.300001,70.300001
193,194,210219,CRAWFORD_2_1,210221,VALLEY_MILLS_3_1,1,Closed,Line,NO,0.07225,0.14317,0.00418,70.899999,70.899999,70.899999
194,195,120259,LACKLAND_A_F_B_6_2,120286,SAN_ANTONIO_25_1,1,Closed,Line,NO,0.0191,0.04955,0.00662,71.399999,71.399999,71.399999
195,196,110933,NEW_WAVERLY_3_1,110934,NEW_WAVERLY_4_1,1,Closed,Line,NO,0.03612,0.07282000000000001,0.00827,71.499997,71.499997,71.499997
196,197,111138,MANVEL_5_2,110346,MANVEL_2_1,1,Closed,Line,NO,0.03331,0.07336000000000001,0.0021,71.499997,71.499997,71.499997
197,198,170163,TERRELL_4_1,170162,ROYSE_CITY_4_1,1,Closed,Line,NO,0.039810000000000005,0.057170000000000006,0.0015400000000000001,71.600002,71.600002,71.600002
198,199,110402,MONT_BELVIEU_3_1,110394,MONT_BELVIEU_1_1,1,Closed,Line,NO,0.02182,0.06614,0.0030399999999999997,71.700001,71.700001,71.700001
199,200,210178,FLORENCE_1_1,210183,HARKER_HEIGHTS_3_1,1,Closed,Line,NO,0.06314,0.13749,0.00464,72.600001,72.600001,72.600001
200,201,150250,PONDER_2_1,150252,PONDER_3_1,1,Closed,Line,NO,0.033010000000000005,0.08817,0.00442,72.7,72.7,72.7
201,202,140263,THRALL_4_1,140262,THRALL_3_1,1,Closed,Line,NO,0.04396,0.1387,0.00424,73.000002,73.000002,73.000002
202,203,130223,DESOTO_10_1,130261,LANCASTER_25_1,1,Closed,Line,NO,0.024130000000000002,0.0608,0.00217,73.199999,73.199999,73.199999
203,204,210197,WEST_1_1,210200,WEST_1_4,1,Closed,Transformer,YES,0.00671,0.19841,0.0,73.6,73.6,73.6
204,205,260134,LILLIAN_4_2,260133,LILLIAN_4_1,1,Closed,Transformer,YES,0.00233,0.057479999999999996,0.0,73.799998,73.799998,73.799998
205,206,210186,HARKER_HEIGHTS_4_1,210189,HARKER_HEIGHTS_4_4,1,Closed,Transformer,YES,0.00442,0.15649000000000002,0.0,74.1,74.1,74.1
206,207,150194,JOSHUA_6_2,150196,JOSHUA_6_4,1,Closed,Transformer,YES,0.00825,0.16888,0.0,74.800003,74.800003,74.800003
207,208,150165,GODLEY_2_1,150198,GODLEY_5_1,1,Closed,Line,NO,0.04618,0.14201,0.00399,74.900001,74.900001,74.900001
208,209,111158,STAFFORD_20_3,111159,STAFFORD_20_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
209,210,220130,BIG_SPRING_8_3,220131,BIG_SPRING_8_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
210,211,140201,MANCHACA_3_3,140202,MANCHACA_3_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
211,212,220239,MARATHON_2_2,220240,MARATHON_2_3,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
212,213,120207,HELOTES_5_3,120208,HELOTES_5_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
213,214,230279,BREMOND_4_3,230280,BREMOND_4_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
214,215,150309,CROWLEY_3_3,150310,CROWLEY_3_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
215,216,120354,BULVERDE_6_4,120355,BULVERDE_6_5,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
216,217,240310,ELDORADO_4_3,240311,ELDORADO_4_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
217,218,250304,NACOGDOCHES_5_2,250305,NACOGDOCHES_5_3,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
218,219,240168,DYESS_AFB_9_3,240169,DYESS_AFB_9_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
219,220,140285,ROUND_ROCK_13_3,140286,ROUND_ROCK_13_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
220,221,110955,MAGNOLIA_7_3,110956,MAGNOLIA_7_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
221,222,140157,MANOR_1_3,140158,MANOR_1_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
222,223,210344,GOLDTHWAITE_6_3,210345,GOLDTHWAITE_6_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
223,224,111119,GALENA_PARK_16_3,111120,GALENA_PARK_16_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
224,225,150149,NEWARK_2_2,150151,NEWARK_2_4,1,Closed,Transformer,YES,0.00895,0.21588000000000002,0.0,75.0,75.0,75.0
225,226,240264,BLACKWELL_2_3,240265,BLACKWELL_2_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
226,227,111145,ROSHARON_5_3,111146,ROSHARON_5_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
227,228,240031,LAUGHLIN_A_F_B_6_2,240032,LAUGHLIN_A_F_B_6_3,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
228,229,130145,DUNCANVILLE_13_3,130146,DUNCANVILLE_13_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
229,230,210308,GATESVILLE_7_3,210309,GATESVILLE_7_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
230,231,130192,MESQUITE_29_3,130193,MESQUITE_29_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
231,232,110397,MONT_BELVIEU_2_3,110398,MONT_BELVIEU_2_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
232,233,130166,CARROLLTON_8_3,130167,CARROLLTON_8_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
233,234,170319,ADDISON_17_3,170320,ADDISON_17_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
234,235,260110,LEWISVILLE_6_3,260111,LEWISVILLE_6_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
235,236,210092,HICO_1_3,210093,HICO_1_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
236,237,140229,ROUND_ROCK_8_3,140230,ROUND_ROCK_8_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
237,238,210188,HARKER_HEIGHTS_4_3,210189,HARKER_HEIGHTS_4_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
238,239,150333,BURLESON_11_3,150334,BURLESON_11_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
239,240,111070,SPRING_32_4,111071,SPRING_32_5,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
240,241,150291,NAVAL_AIR_STATION__JRB_5_3,150292,NAVAL_AIR_STATION__JRB_5_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
241,242,200177,PENITAS_2_3,200178,PENITAS_2_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
242,243,140072,AUSTIN_12_3,140073,AUSTIN_12_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
243,244,150260,KELLER_4_3,150261,KELLER_4_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
244,245,260040,GRAND_PRAIRIE_10_3,260041,GRAND_PRAIRIE_10_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
245,246,110434,WEBSTER_1_3,110435,WEBSTER_1_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
246,247,230269,FRANKLIN_6_3,230270,FRANKLIN_6_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
247,248,170360,GARLAND_39_3,170361,GARLAND_39_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
248,249,111039,CYPRESS_47_1,110270,CYPRESS_26_1,1,Closed,Line,NO,0.02376,0.06412000000000001,0.00161,75.0,75.0,75.0
249,250,170195,ALLEN_6_3,170196,ALLEN_6_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
250,251,190180,FLOYDADA_2_3,190181,FLOYDADA_2_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
251,252,170293,RICHARDSON_15_3,170294,RICHARDSON_15_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
252,253,180045,CRYSTAL_CITY_1_2,180046,CRYSTAL_CITY_1_3,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
253,254,150295,KELLER_13_3,150296,KELLER_13_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
254,255,220212,GARDEN_CITY_3_3,220213,GARDEN_CITY_3_4,1,Closed,Transformer,YES,0.0,0.01,0.0,75.0,75.0,75.0
255,256,111029,STOWELL_2_1,111028,STOWELL_1_1,1,Closed,Line,NO,0.06312999999999999,0.15269000000000002,0.00245,75.199997,75.199997,75.199997
256,257,150138,KENNEDALE_2_2,150140,KENNEDALE_2_4,1,Closed,Transformer,YES,0.00502,0.11102000000000001,0.0,76.300001,76.300001,76.300001
257,258,110241,KATY_38_1,110248,KATY_45_1,1,Closed,Line,NO,0.00294,0.008020000000000001,0.00245,76.4,76.4,76.4
258,259,111144,ROSHARON_5_2,110352,LIVERPOOL_3_1,1,Closed,Line,NO,0.05926,0.14637999999999998,0.00542,76.700002,76.700002,76.700002
259,260,140284,ROUND_ROCK_13_2,140286,ROUND_ROCK_13_4,1,Closed,Transformer,YES,0.01257,0.15863,0.0,76.800001,76.800001,76.800001
260,261,110245,KATY_42_1,110251,KATY_48_1,1,Closed,Line,NO,0.004070000000000001,0.0108,0.00072,76.899999,76.899999,76.899999
261,262,140104,SPICEWOOD_5_1,140107,CEDAR_PARK_2_1,1,Closed,Line,NO,0.03482,0.099,0.00242,77.200001,77.200001,77.200001
262,263,110596,WALLER_3_1,110590,HOCKLEY_3_1,1,Closed,Line,NO,0.013519999999999999,0.03392,0.00123,77.399999,77.399999,77.399999
263,264,110402,MONT_BELVIEU_3_1,111024,WALLISVILLE_3_1,1,Closed,Line,NO,0.043930000000000004,0.09316,0.00498,77.499998,77.499998,77.499998
264,265,111020,WALLISVILLE_2_2,111028,STOWELL_1_1,1,Closed,Line,NO,0.07027,0.15773,0.00469,77.8,77.8,77.8
265,266,140114,CEDAR_PARK_4_1,140344,CEDAR_PARK_26_1,1,Closed,Line,NO,0.0048200000000000005,0.010320000000000001,0.0005,77.999997,77.999997,77.999997
266,267,140109,CEDAR_PARK_3_1,140344,CEDAR_PARK_26_1,1,Closed,Line,NO,0.01435,0.04345,0.0036899999999999997,78.100002,78.100002,78.100002
267,268,140105,SPICEWOOD_6_1,140115,SPICEWOOD_10_1,1,Closed,Line,NO,0.01651,0.05042,0.0016,78.100002,78.100002,78.100002
268,269,110859,WILLIS_2_2,230196,RICHARDS_3_1,1,Closed,Line,NO,0.07157999999999999,0.18907000000000002,0.003,78.200001,78.200001,78.200001
269,270,150170,NEMO_2_1,150165,GODLEY_2_1,1,Closed,Line,NO,0.03759,0.09029,0.00458,78.200001,78.200001,78.200001
270,271,110590,HOCKLEY_3_1,110960,PINEHURST_2_3,1,Closed,Line,NO,0.03681,0.11070999999999999,0.00895,78.299999,78.299999,78.299999
271,272,120294,SPRING_BRANCH_3_1,120291,SPRING_BRANCH_1_1,1,Closed,Line,NO,0.03461,0.08292000000000001,0.00259,78.399998,78.399998,78.399998
272,273,210147,WACO_9_1,210150,WACO_9_4,1,Closed,Transformer,YES,0.0028399999999999996,0.10146000000000001,0.0,78.600001,78.600001,78.600001
273,274,111030,WINNIE_2_1,111023,WINNIE_1_2,1,Closed,Line,NO,0.02355,0.04345,0.00244,78.7,78.7,78.7
274,275,140257,TAYLOR_2_2,140259,TAYLOR_2_4,1,Closed,Transformer,YES,0.00759,0.15685,0.0,78.7,78.7,78.7
275,276,120217,LEMING_5_1,120216,ELMENDORF_5_1,1,Closed,Line,NO,0.02172,0.058070000000000004,0.00225,78.799999,78.799999,78.799999
276,277,140262,THRALL_3_1,140260,TAYLOR_3_1,1,Closed,Line,NO,0.027389999999999998,0.07945,0.00301,78.799999,78.799999,78.799999
277,278,140228,ROUND_ROCK_8_2,140230,ROUND_ROCK_8_4,1,Closed,Transformer,YES,0.01591,0.19174000000000002,0.0,79.000002,79.000002,79.000002
278,279,210141,MART_2_1,210139,AXTELL_1_1,1,Closed,Line,NO,0.02988,0.09567,0.00543,79.299998,79.299998,79.299998
279,280,111029,STOWELL_2_1,111125,STOWELL_3_1,1,Closed,Line,NO,0.05331,0.12907000000000002,0.00296,79.400003,79.400003,79.400003
280,281,210255,TROY_1_2,210266,MOODY_5_1,1,Closed,Line,NO,0.02093,0.06411,0.0024100000000000002,79.400003,79.400003,79.400003
281,282,140200,MANCHACA_3_2,140202,MANCHACA_3_4,1,Closed,Transformer,YES,0.007540000000000001,0.17369,0.0,79.400003,79.400003,79.400003
282,283,140221,MANCHACA_10_2,140223,MANCHACA_10_4,1,Closed,Transformer,YES,0.00577,0.14138,0.0,79.400003,79.400003,79.400003
283,284,110933,NEW_WAVERLY_3_1,110931,NEW_WAVERLY_2_1,1,Closed,Line,NO,0.02939,0.08075,0.00207,79.500002,79.500002,79.500002
284,285,210248,JARRELL_3_2,210165,JARRELL_1_1,1,Closed,Line,NO,0.01087,0.032119999999999996,0.00199,79.6,79.6,79.6
285,286,150185,CRESSON_3_1,150198,GODLEY_5_1,1,Closed,Line,NO,0.01845,0.035710000000000006,0.00079,79.699999,79.699999,79.699999
286,287,110642,SUGAR_LAND_35_1,110622,SUGAR_LAND_16_1,1,Closed,Line,NO,0.006379999999999999,0.00968,0.0012,79.699999,79.699999,79.699999
287,288,210138,LORENA_1_1,210142,RIESEL_4_1,1,Closed,Line,NO,0.01877,0.056929999999999994,0.01505,80.000001,80.000001,80.000001
288,289,210091,HICO_1_2,210093,HICO_1_4,1,Closed,Transformer,YES,0.0039299999999999995,0.12897999999999998,0.0,80.400002,80.400002,80.400002
289,290,150170,NEMO_2_1,150166,RIO_VISTA_2_1,1,Closed,Line,NO,0.03863,0.09811,0.0044399999999999995,80.500001,80.500001,80.500001
290,291,210245,GEORGETOWN_10_1,210237,JARRELL_2_1,1,Closed,Line,NO,0.01514,0.0343,0.00277,80.699998,80.699998,80.699998
291,292,140156,MANOR_1_2,140158,MANOR_1_4,1,Closed,Transformer,YES,0.009770000000000001,0.21049,0.0,80.699998,80.699998,80.699998
292,293,170403,GARLAND_65_1,170373,GARLAND_48_1,1,Closed,Line,NO,0.00646,0.0134,0.00047000000000000004,80.800003,80.800003,80.800003
293,294,110551,DEER_PARK_8_1,110532,DEER_PARK_1_1,1,Closed,Line,NO,0.011179999999999999,0.02584,0.00067,80.800003,80.800003,80.800003
294,295,140107,CEDAR_PARK_2_1,140114,CEDAR_PARK_4_1,1,Closed,Line,NO,0.0117,0.0316,0.00271,80.900002,80.900002,80.900002
295,296,140136,AUSTIN_39_2,140138,AUSTIN_39_4,1,Closed,Transformer,YES,0.00838,0.11030999999999999,0.0,81.0,81.0,81.0
296,297,130205,LANCASTER_6_1,130252,WILMER_5_1,1,Closed,Line,NO,0.0082,0.01934,0.00809,81.0,81.0,81.0
297,298,130219,LANCASTER_13_1,130223,DESOTO_10_1,1,Closed,Line,NO,0.0247,0.06727999999999999,0.00147,81.199998,81.199998,81.199998
298,299,110304,NEW_CANEY_2_1,110294,NEW_CANEY_1_2,1,Closed,Line,NO,0.02054,0.06192,0.00186,81.199998,81.199998,81.199998
299,300,130212,WILMER_4_1,130252,WILMER_5_1,1,Closed,Line,NO,0.00881,0.01614,0.00107,81.400001,81.400001,81.400001
300,301,120335,ELMENDORF_9_1,120489,ELMENDORF_13_1,1,Closed,Line,NO,0.010209999999999999,0.026910000000000003,0.00223,81.599998,81.599998,81.599998
301,302,110292,HITCHCOCK_3_2,110291,HITCHCOCK_3_1,1,Closed,Transformer,YES,0.00172,0.04802,0.0,81.599998,81.599998,81.599998
302,303,150172,GODLEY_3_2,150166,RIO_VISTA_2_1,1,Closed,Line,NO,0.04595,0.10799,0.00243,81.599998,81.599998,81.599998
303,304,110622,SUGAR_LAND_16_1,110684,SUGAR_LAND_60_1,1,Closed,Line,NO,0.00164,0.00403,0.00037,81.800002,81.800002,81.800002
304,305,120218,ELMENDORF_6_1,120217,LEMING_5_1,1,Closed,Line,NO,0.0162,0.03743,0.00248,81.800002,81.800002,81.800002
305,306,111030,WINNIE_2_1,111031,HANKAMER_2_1,1,Closed,Line,NO,0.06268,0.1333,0.0050100000000000006,81.900001,81.900001,81.900001
306,307,110184,KATY_5_1,110207,CYPRESS_8_1,1,Closed,Line,NO,0.00742,0.016640000000000002,0.00244,81.900001,81.900001,81.900001
307,308,140071,AUSTIN_12_2,140073,AUSTIN_12_4,1,Closed,Transformer,YES,0.00562,0.1113,0.0,81.999999,81.999999,81.999999
308,309,120212,BOERNE_10_2,120210,HELOTES_7_1,1,Closed,Line,NO,0.0634,0.14336,0.00642,82.300001,82.300001,82.300001
309,310,210264,MOODY_3_2,210266,MOODY_5_1,1,Closed,Line,NO,0.01523,0.04824,0.00164,82.4,82.4,82.4
310,311,111024,WALLISVILLE_3_1,110403,WALLISVILLE_1_1,1,Closed,Line,NO,0.057670000000000006,0.09908,0.0018800000000000002,82.499999,82.499999,82.499999
311,312,170327,GARLAND_16_1,170378,GARLAND_53_1,1,Closed,Line,NO,0.01697,0.035660000000000004,0.00107,82.599998,82.599998,82.599998
312,313,150185,CRESSON_3_1,150183,GODLEY_4_2,1,Closed,Line,NO,0.030660000000000003,0.06686,0.00293,82.700002,82.700002,82.700002
313,314,130294,DALLAS_41_2,130296,DALLAS_41_4,1,Closed,Transformer,YES,0.00647,0.1284,0.0,82.700002,82.700002,82.700002
314,315,120293,SPRING_BRANCH_2_2,120292,SPRING_BRANCH_2_1,1,Closed,Transformer,YES,0.00132,0.04621,0.0,82.700002,82.700002,82.700002
315,316,110216,CYPRESS_11_1,111032,CYPRESS_43_1,1,Closed,Line,NO,0.04119,0.09521,0.00325,82.700002,82.700002,82.700002
316,317,120219,VON_ORMY_1_1,120256,SOMERSET_2_1,1,Closed,Line,NO,0.02252,0.07118,0.00266,82.800001,82.800001,82.800001
317,318,130205,LANCASTER_6_1,130209,LANCASTER_7_1,1,Closed,Line,NO,0.00435,0.010790000000000001,0.00055,82.9,82.9,82.9
318,319,140263,THRALL_4_1,140265,COUPLAND_3_1,1,Closed,Line,NO,0.046669999999999996,0.09161,0.01023,82.999998,82.999998,82.999998
319,320,230268,FRANKLIN_6_2,230270,FRANKLIN_6_4,1,Closed,Transformer,YES,0.0066,0.1719,0.0,82.999998,82.999998,82.999998
320,321,140162,DEL_VALLE_5_2,140166,DEL_VALLE_8_1,1,Closed,Line,NO,0.01208,0.03621,0.00218,82.999998,82.999998,82.999998
321,322,130191,MESQUITE_29_2,130193,MESQUITE_29_4,1,Closed,Transformer,YES,0.00606,0.14201,0.0,83.099997,83.099997,83.099997
322,323,270132,FISCHER_2_1,270147,WIMBERLEY_6_1,1,Closed,Line,NO,0.018940000000000002,0.04962,0.00331,83.099997,83.099997,83.099997
323,324,170375,GARLAND_50_1,170348,GARLAND_32_1,1,Closed,Line,NO,0.00421,0.00899,0.00059,83.099997,83.099997,83.099997
324,325,270150,WIMBERLEY_7_1,270149,DRIFTWOOD_7_2,1,Closed,Line,NO,0.025710000000000004,0.05516,0.0017,83.200002,83.200002,83.200002
325,326,110644,SUGAR_LAND_37_1,110616,SUGAR_LAND_11_1,1,Closed,Line,NO,0.007359999999999999,0.01505,0.00253,83.3,83.3,83.3
326,327,260025,KENNEDALE_11_2,260024,KENNEDALE_11_1,1,Closed,Transformer,YES,0.00176,0.05014,0.0,83.399999,83.399999,83.399999
327,328,110629,SUGAR_LAND_23_1,110631,SUGAR_LAND_25_1,1,Closed,Line,NO,0.00476,0.01223,0.00055,83.399999,83.399999,83.399999
328,329,111027,ANAHUAC_2_2,111026,ANAHUAC_2_1,1,Closed,Transformer,YES,0.00286,0.06823,0.0,83.399999,83.399999,83.399999
329,330,120293,SPRING_BRANCH_2_2,120299,SPRING_BRANCH_4_1,1,Closed,Line,NO,0.01401,0.04282,0.00159,83.499998,83.499998,83.499998
330,331,260094,GRANDVIEW_2_1,260095,ALVARADO_2_1,1,Closed,Line,NO,0.027760000000000003,0.06805,0.00268,83.499998,83.499998,83.499998
331,332,130218,LANCASTER_12_1,130212,WILMER_4_1,1,Closed,Line,NO,0.008159999999999999,0.02141,0.00099,83.499998,83.499998,83.499998
332,333,170308,NEVADA_2_1,170158,NEVADA_1_1,1,Closed,Line,NO,0.01379,0.03677,0.0035399999999999997,83.600003,83.600003,83.600003
333,334,270114,LA_VERNIA_3_2,270109,SEGUIN_2_1,1,Closed,Line,NO,0.04403,0.09301,0.00514,83.700001,83.700001,83.700001
334,335,170403,GARLAND_65_1,170406,GARLAND_68_1,1,Closed,Line,NO,0.00183,0.00435,0.00187,83.8,83.8,83.8
335,336,210142,RIESEL_4_1,210127,RIESEL_2_1,1,Closed,Line,NO,0.00908,0.028589999999999997,0.00093,83.899999,83.899999,83.899999
336,337,130165,CARROLLTON_8_2,130167,CARROLLTON_8_4,1,Closed,Transformer,YES,0.01024,0.17942,0.0,84.100002,84.100002,84.100002
337,338,130204,LANCASTER_5_1,130202,LANCASTER_4_1,1,Closed,Line,NO,0.00556,0.01133,0.00023999999999999998,84.100002,84.100002,84.100002
338,339,130144,DUNCANVILLE_13_2,130146,DUNCANVILLE_13_4,1,Closed,Transformer,YES,0.00763,0.18968,0.0,84.200001,84.200001,84.200001
339,340,110842,CYPRESS_41_1,110997,BELLAIRE_30_1,1,Closed,Line,NO,0.03261,0.08076,0.00361,84.299999,84.299999,84.299999
340,341,270129,CANYON_LAKE_2_1,270132,FISCHER_2_1,1,Closed,Line,NO,0.02146,0.05113,0.00176,84.600002,84.600002,84.600002
341,342,120357,BULVERDE_7_2,120359,BULVERDE_7_4,1,Closed,Transformer,YES,0.0128,0.19239,0.0,84.7,84.7,84.7
342,343,170387,ROWLETT_12_1,170388,ROWLETT_13_1,1,Closed,Line,NO,0.00448,0.01001,0.0012,84.799999,84.799999,84.799999
343,344,270142,WIMBERLEY_3_1,270143,WIMBERLEY_4_1,1,Closed,Line,NO,0.039389999999999994,0.10755999999999999,0.00305,84.899998,84.899998,84.899998
344,345,120308,HELOTES_11_1,120210,HELOTES_7_1,1,Closed,Line,NO,0.034960000000000005,0.08557999999999999,0.0027300000000000002,84.899998,84.899998,84.899998
345,346,120299,SPRING_BRANCH_4_1,120297,BULVERDE_4_1,1,Closed,Line,NO,0.03526,0.10092000000000001,0.00979,85.000002,85.000002,85.000002
346,347,130201,LANCASTER_3_1,130225,HUTCHINS_2_1,1,Closed,Line,NO,0.01383,0.03377,0.00121,85.100001,85.100001,85.100001
347,348,130202,LANCASTER_4_1,130247,LANCASTER_21_1,1,Closed,Line,NO,0.00455,0.00826,0.00098,85.500002,85.500002,85.500002
348,349,110197,KATY_13_1,110211,CYPRESS_10_1,1,Closed,Line,NO,0.00912,0.02373,0.0018100000000000002,85.600001,85.600001,85.600001
349,350,110403,WALLISVILLE_1_1,111027,ANAHUAC_2_2,1,Closed,Line,NO,0.00983,0.03179,0.02415,85.600001,85.600001,85.600001
350,351,170412,GARLAND_73_1,170415,GARLAND_76_1,1,Closed,Line,NO,0.00145,0.00395,0.00045999999999999996,85.699999,85.699999,85.699999
351,352,270149,DRIFTWOOD_7_2,270148,DRIFTWOOD_7_1,1,Closed,Transformer,YES,0.0020399999999999997,0.06545,0.0,85.799998,85.799998,85.799998
352,353,170406,GARLAND_68_1,170327,GARLAND_16_1,1,Closed,Line,NO,0.0033200000000000005,0.00926,0.00056,86.000001,86.000001,86.000001
353,354,120214,ELMENDORF_3_1,120499,ELMENDORF_15_1,1,Closed,Line,NO,0.0047,0.01408,0.00053,86.1,86.1,86.1
354,355,170162,ROYSE_CITY_4_1,170161,FATE_3_1,1,Closed,Line,NO,0.02877,0.05387,0.00126,86.1,86.1,86.1
355,356,110590,HOCKLEY_3_1,110601,HOCKLEY_5_1,1,Closed,Line,NO,0.03211,0.08408,0.00221,86.199999,86.199999,86.199999
356,357,130209,LANCASTER_7_1,130219,LANCASTER_13_1,1,Closed,Line,NO,0.01902,0.04267,0.00147,86.299998,86.299998,86.299998
357,358,130044,SEAGOVILLE_2_1,130079,BALCH_SPRINGS_5_1,1,Closed,Line,NO,0.03343,0.09247000000000001,0.00294,86.299998,86.299998,86.299998
358,359,111025,HANKAMER_1_1,111031,HANKAMER_2_1,1,Closed,Line,NO,0.02625,0.06727999999999999,0.00198,86.400002,86.400002,86.400002
359,360,110303,SPLENDORA_4_1,110296,SPLENDORA_1_2,1,Closed,Line,NO,0.00518,0.009590000000000001,0.00041,86.6,86.6,86.6
360,361,110200,CYPRESS_5_1,110208,CYPRESS_9_1,1,Closed,Line,NO,0.00857,0.02058,0.00321,86.79999699999999,86.79999699999999,86.79999699999999
361,362,110834,HOUSTON_41_1,110845,SPRING_13_1,1,Closed,Line,NO,0.016319999999999998,0.03274,0.0021,86.900002,86.900002,86.900002
362,363,260125,CEDAR_HILL_5_1,260121,CEDAR_HILL_4_3,1,Closed,Line,NO,0.023469999999999998,0.056479999999999995,0.00155,86.900002,86.900002,86.900002
363,364,110835,HOUSTON_42_1,110839,SPRING_10_1,1,Closed,Line,NO,0.02411,0.05873,0.0026899999999999997,86.900002,86.900002,86.900002
364,365,140100,LEANDER_1_1,140112,LEANDER_3_1,1,Closed,Line,NO,0.01939,0.04343,0.00491,87.0,87.0,87.0
365,366,110171,HUMBLE_5_1,110178,HUMBLE_8_1,1,Closed,Line,NO,0.01153,0.03582,0.0018899999999999998,87.099999,87.099999,87.099999
366,367,140159,MANOR_2_1,140165,MANOR_4_1,1,Closed,Line,NO,0.016909999999999998,0.0472,0.00244,87.099999,87.099999,87.099999
367,368,130219,LANCASTER_13_1,130247,LANCASTER_21_1,1,Closed,Line,NO,0.017,0.04046,0.00131,87.199998,87.199998,87.199998
368,369,130235,DESOTO_19_1,130265,DESOTO_33_1,1,Closed,Line,NO,0.005520000000000001,0.01038,0.00045,87.199998,87.199998,87.199998
